Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
TN-161,Stewart County,53.35,85,3.51,49.84
TN-163,Sullivan County,47.84,91,3.92,43.92
TN-165,Sumner County,53.96,90,3.82,50.14
TN-167,Tipton County,52.27,74,2.13,50.14
TN-169,Trousdale County,54.31,85,2.48,51.83
TN-171,Unicoi County,54.57,102,5.81,48.76
TN-173,Union County,53.91,86,4.47,49.44
TN-175,Van Buren County,62.99,105,8.37,54.62
TN-177,Warren County,62.95,104,9.2,53.75
TN-179,Washington County,48.81,100,4.65,44.16
TN-181,Wayne County,68.34,115,14.34,54
TN-183,Weakley County,56.66,91,6.14,50.52
TN-185,White County,59.18,87,4.9,54.28
TN-187,Williamson County,57.96,105,7.94,50.02
TN-189,Wilson County,60,104,8.47,51.53
TX-001,Anderson County,47.59,96,6.17,41.42
TX-003,Andrews County,13.37,53,-1.28,14.65
TX-005,Angelina County,57.37,103,8.9,48.47
TX-007,Aransas County,56.65,125,22.96,33.69
TX-009,Archer County,27.37,61,-0.25,27.62
TX-011,Armstrong County,19.93,62,-0.93,20.86
TX-013,Atascosa County,29.75,88,3.14,26.61
TX-015,Austin County,50.78,106,9.81,40.97
TX-017,Bailey County,17.81,71,0.4,17.41
TX-019,Bandera County,31.33,79,1.52,29.81
TX-021,Bastrop County,43.45,104,8.47,34.98
TX-023,Baylor County,26.23,68,0.73,25.5
TX-025,Bee County,42.28,115,12.15,30.13
TX-027,Bell County,31.19,53,-1.73,32.92
TX-029,Bexar County,33.14,84,3.51,29.63
TX-031,Blanco County,34.58,87,3.6,30.98
TX-033,Borden County,22.1,93,3.26,18.84
TX-035,Bosque County,33.88,74,1.73,32.15
TX-037,Bowie County,52.06,86,4.51,47.55
TX-039,Brazoria County,59.83,109,14.55,45.28
TX-041,Brazos County,42.64,79,3.22,39.42
TX-043,Brewster County,11.46,45,-1.61,13.07
TX-045,Briscoe County,20.16,61,-0.71,20.87
TX-047,Brooks County,25.02,82,1.29,23.73
TX-049,Brown County,26.06,62,-0.67,26.73
TX-051,Burleson County,44.14,97,6.65,37.49
TX-053,Burnet County,32.75,80,2.58,30.17
TX-055,Caldwell County,41.22,101,7.87,33.35
TX-057,Calhoun County,60.32,124,22.5,37.82
TX-059,Callahan County,30.7,97,4.93,25.77
TX-061,Cameron County,35.82,117,11,24.82
TX-063,Camp County,45.64,70,1.27,44.37
TX-065,Carson County,19.25,54,-1.41,20.66
TX-067,Cass County,56.16,106,8.94,47.22
TX-069,Castro County,17.66,59,-0.95,18.61
TX-071,Chambers County,60.87,104,11.32,49.55
TX-073,Cherokee County,51.03,97,6.69,44.34
TX-075,Childress County,20.96,51,-1.59,22.55
TX-077,Clay County,29.67,60,-0.3,29.97
TX-079,Cochran County,16.73,65,-0.74,17.47
TX-081,Coke County,20.49,56,-1.44,21.93
TX-083,Coleman County,26.7,73,0.84,25.86
TX-085,Collin County,41.36,77,3.45,37.91
TX-087,Collingsworth County,23.61,69,0.4,23.21
TX-089,Colorado County,56.39,118,16,40.39
TX-091,Comal County,36.04,81,3.6,32.44
TX-093,Comanche County,31.33,87,3.12,28.21
TX-095,Concho County,25.15,76,1.18,23.97
TX-097,Cooke County,36.34,70,0.85,35.49
TX-099,Coryell County,31.23,59,-0.29,31.52
TX-101,Cottle County,21.47,61,-0.91,22.38
TX-103,Crane County,11.7,50,-1.41,13.11
TX-105,Crockett County,14.69,37,-3.37,18.06
TX-107,Crosby County,19.83,68,-0.47,20.3
TX-109,Culberson County,13.3,86,1.41,11.89
TX-111,Dallam County,12.64,25,-3.97,16.61
TX-113,Dallas County,39.23,77,2.87,36.36
TX-115,Dawson County,18.01,75,0.62,17.39
TX-117,Deaf Smith County,15.07,37,-3.23,18.3
TX-119,Delta County,46.37,80,3.44,42.93
TX-121,Denton County,37.02,73,2.18,34.84
TX-123,DeWitt County,45.97,109,11.44,34.53
TX-125,Dickens County,21.47,70,-0.08,21.55
TX-127,Dimmit County,21.39,68,0.31,21.08
TX-129,Donley County,23.37,78,1.43,21.94
TX-131,Duval County,25.93,91,2.22,23.71
TX-133,Eastland County,34.73,102,7.2,27.53
TX-135,Ector County,11.82,43,-1.96,13.78
TX-137,Edwards County,24.12,72,0.63,23.49
TX-139,Ellis County,40.18,77,3.81,36.37
TX-141,El Paso County,9.24,71,0.45,8.79
TX-143,Erath County,35.93,96,6.27,29.66
TX-145,Falls County,39.93,87,5.02,34.91
TX-147,Fannin County,41.18,67,0.18,41
TX-149,Fayette County,49.36,112,11.99,37.37
TX-151,Fisher County,25.4,85,3.47,21.93
TX-153,Floyd County,20.42,66,-0.24,20.66
TX-155,Foard County,24.43,69,0.22,24.21
TX-157,Fort Bend County,59.09,113,15.02,44.07
TX-159,Franklin County,45.48,74,1.61,43.87
TX-161,Freestone County,41.55,77,2.65,38.9
TX-163,Frio County,24.87,70,0.73,24.14
TX-165,Gaines County,15.16,58,-0.77,15.93
TX-167,Galveston County,58.71,101,11.64,47.07
TX-169,Garza County,21.04,83,1.54,19.5
TX-171,Gillespie County,30.53,76,1.54,28.99
TX-173,Glasscock County,18.1,68,0.39,17.71
TX-175,Goliad County,46.3,114,13.15,33.15
TX-177,Gonzales County,42.34,103,8.62,33.72
TX-179,Gray County,23.72,80,1.56,22.16
TX-181,Grayson County,43.38,88,5.24,38.14
TX-183,Gregg County,50.28,94,5.3,44.98
TX-185,Grimes County,47.49,91,5.74,41.75
TX-187,Guadalupe County,41.19,105,9.41,31.78
TX-189,Hale County,19.85,78,0.47,19.38
TX-191,Hall County,21.43,68,0.25,21.18
TX-193,Hamilton County,28.81,57,-1.03,29.84
TX-195,Hansford County,17.08,50,-1.97,19.05
TX-197,Hardeman County,24.53,69,0.1,24.43
TX-199,Hardin County,63.2,101,10.89,52.31
TX-201,Harris County,57.82,102,11.43,46.39
TX-203,Harrison County,54.48,100,7.45,47.03
TX-205,Hartley County,12.72,22,-4.61,17.33
TX-207,Haskell County,26.31,81,2.26,24.05
TX-209,Hays County,38.8,92,5.88,32.92
TX-211,Hemphill County,22.6,71,0.1,22.5
TX-213,Henderson County,45.56,88,4.72,40.84
TX-215,Hidalgo County,31.6,115,8.83,22.77
TX-217,Hill County,35.64,70,0.89,34.75
TX-219,Hockley County,17.55,65,-0.63,18.18
TX-221,Hood County,37.26,94,6.22,31.04
TX-223,Hopkins County,44.06,72,1.46,42.6
TX-225,Houston County,51.79,102,7.77,44.02
TX-227,Howard County,20.19,78,1.67,18.52
TX-229,Hudspeth County,11.61,81,1.33,10.28
TX-231,Hunt County,41.11,65,0.69,40.42
TX-233,Hutchinson County,17.14,42,-2.27,19.41
TX-235,Irion County,21.93,82,1.98,19.95
TX-237,Jack County,34.53,88,4.58,29.95
TX-239,Jackson County,59.66,122,19.92,39.74
TX-241,Jasper County,64.95,103,10.91,54.04
TX-243,Jeff Davis County,14.84,76,0.09,14.75
TX-245,Jefferson County,65.45,103,13.21,52.24
TX-247,Jim Hogg County,22.64,75,0.81,21.83
TX-249,Jim Wells County,31.57,99,5.26,26.31
TX-251,Johnson County,32.94,60,-0.5,33.44
TX-253,Jones County,24.91,77,1.43,23.48
TX-255,Karnes County,39.12,108,9,30.12
TX-257,Kaufman County,42.97,83,3.71,39.26
TX-259,Kendall County,34.55,87,3.39,31.16
TX-261,Kenedy County,29.21,94,3.65,25.56
TX-263,Kent County,22.14,77,1.39,20.75
TX-265,Kerr County,31.01,82,2.46,28.55
TX-267,Kimble County,25.57,63,-0.08,25.65
TX-269,King County,21.46,63,-1.13,22.59
TX-271,Kinney County,19.23,44,-2.24,21.47
TX-273,Kleberg County,27.59,73,0.79,26.8
TX-275,Knox County,24.61,72,0.59,24.02
TX-277,Lamar County,45.47,74,1.35,44.12
TX-279,Lamb County,18.57,72,0.16,18.41
TX-281,Lampasas County,31.64,75,2.2,29.44
TX-283,La Salle County,23.62,78,1.52,22.1
TX-285,Lavaca County,49.83,110,12.22,37.61
TX-287,Lee County,46.17,107,10.03,36.14
TX-289,Leon County,43.85,81,3.31,40.54
TX-291,Liberty County,59.43,97,9.92,49.51
TX-293,Limestone County,41.19,81,3.96,37.23
TX-295,Lipscomb County,21.31,59,-0.56,21.87
TX-297,Live Oak County,34.28,107,7.42,26.86
TX-299,Llano County,28.73,68,0.42,28.31
TX-301,Loving County,9.84,43,-1.66,11.5
TX-303,Lubbock County,19.02,73,0.12,18.9
TX-305,Lynn County,18.44,67,-0.09,18.53
TX-307,McCulloch County,28.02,80,2.45,25.57
TX-309,McLennan County,35.83,70,2.23,33.6
TX-311,McMullen County,29.32,97,5.48,23.84
TX-313,Madison County,46.38,87,5.16,41.22
TX-315,Marion County,56.71,108,9.8,46.91
TX-317,Martin County,16.57,67,-0.04,16.61
TX-319,Mason County,25.14,52,-1.49,26.63
TX-321,Matagorda County,61.82,121,19.62,42.2
TX-323,Maverick County,19.8,62,-0.48,20.28
TX-325,Medina County,26.82,61,-0.69,27.51
TX-327,Menard County,25.66,68,0.44,25.22
TX-329,Midland County,14.27,59,-1.11,15.38
TX-331,Milam County,39.5,83,4.68,34.82
TX-333,Mills County,26.66,58,-1.36,28.02
TX-335,Mitchell County,23.02,84,2.54,20.48
TX-337,Montague County,30.36,50,-1.95,32.31
TX-339,Montgomery County,55.92,104,10.1,45.82
TX-341,Moore County,14.94,32,-3.58,18.52
TX-343,Morris County,50.11,88,4.35,45.76
TX-345,Motley County,21.05,68,-0.36,21.41
TX-347,Nacogdoches County,52.95,91,5.5,47.45
TX-349,Navarro County,40.2,78,2.7,37.5
TX-351,Newton County,67.48,106,12.12,55.36
TX-353,Nolan County,26.67,90,3.66,23.01
TX-355,Nueces County,38.25,110,9.58,28.67
TX-357,Ochiltree County,19.19,56,-1.27,20.46
TX-359,Oldham County,12.72,15,-4.99,17.71
TX-361,Orange County,66.79,101,11.93,54.86
TX-363,Palo Pinto County,39.16,113,9.82,29.34
TX-365,Panola County,54.26,99,6.72,47.54
TX-367,Parker County,36.44,90,4.72,31.72
TX-369,Parmer County,16.73,57,-0.97,17.7
TX-371,Pecos County,11.56,43,-1.84,13.4
TX-373,Polk County,58.64,105,8.99,49.65
TX-375,Potter County,16.32,42,-2.64,18.96
TX-377,Presidio County,12.82,65,-0.49,13.31
TX-379,Rains County,42.93,72,1.95,40.98
TX-381,Randall County,19.04,63,-0.58,19.62
TX-383,Reagan County,17.1,59,-0.35,17.45
TX-385,Real County,27.7,68,0.73,26.97
TX-387,Red River County,50.64,84,4.53,46.11
TX-389,Reeves County,11.82,78,0.35,11.47
TX-391,Refugio County,54.56,124,20.89,33.67
TX-393,Roberts County,21.18,69,0.24,20.94
TX-395,Robertson County,43.97,95,6.53,37.44
TX-397,Rockwall County,39.82,70,0.9,38.92
TX-399,Runnels County,24.83,77,1.08,23.75
TX-401,Rusk County,50.57,90,5.03,45.54
TX-403,Sabine County,63.89,104,11.95,51.94
TX-405,San Augustine County,62.74,110,12.2,50.54
TX-407,San Jacinto County,58.12,107,10.45,47.67
TX-409,San Patricio County,47.14,122,16.59,30.55
TX-411,San Saba County,28.03,65,0.48,27.55
TX-413,Schleicher County,24.39,89,2.42,21.97
TX-415,Scurry County,25.53,99,5,20.53
TX-417,Shackelford County,29.11,88,3.62,25.49
TX-419,Shelby County,56.36,95,7.35,49.01
TX-421,Sherman County,14.9,31,-2.92,17.82
TX-423,Smith County,49.81,95,6.54,43.27
TX-425,Somervell County,39.56,105,8.39,31.17
TX-427,Starr County,21.84,81,1.7,20.14
TX-429,Stephens County,34.24,104,7.49,26.75
TX-431,Sterling County,19.41,59,-0.66,20.07
TX-433,Stonewall County,22.17,65,-0.09,22.26
TX-435,Sutton County,23.12,74,0.67,22.45
TX-437,Swisher County,18.62,58,-1.22,19.84
TX-439,Tarrant County,33.08,59,-0.35,33.43
TX-441,Taylor County,26.74,83,2.66,24.08
TX-443,Terrell County,10.25,30,-3.34,13.59
TX-445,Terry County,16.26,59,-1.13,17.39
TX-447,Throckmorton County,28.29,76,2.3,25.99
TX-449,Titus County,47.47,79,2.47,45
TX-451,Tom Green County,23.79,80,1.91,21.88
TX-453,Travis County,38.99,98,6.33,32.66
TX-455,Trinity County,55.15,103,8.51,46.64
TX-457,Tyler County,62.26,103,10.18,52.08
TX-459,Upshur County,49.74,95,5.37,44.37
TX-461,Upton County,12.8,45,-2.21,15.01
TX-463,Uvalde County,23.74,60,-1.65,25.39
TX-465,Val Verde County,13.39,23,-4.6,17.99
TX-467,Van Zandt County,44.84,83,3.66,41.18
TX-469,Victoria County,52.95,117,16.39,36.56
TX-471,Walker County,53.19,105,9.42,43.77
TX-473,Waller County,50.67,103,8.59,42.08
TX-475,Ward County,9.82,42,-1.73,11.55
TX-477,Washington County,46.49,98,7.56,38.93
TX-479,Webb County,19.74,64,-0.8,20.54
TX-481,Wharton County,63.5,121,22.08,41.42
TX-483,Wheeler County,24.09,75,0.74,23.35
TX-485,Wichita County,28.84,72,0.75,28.09
TX-487,Wilbarger County,27.54,81,1.6,25.94
TX-489,Willacy County,35.04,116,10,25.04
TX-491,Williamson County,35.12,71,2.2,32.92
TX-493,Wilson County,37.06,103,7.29,29.77
TX-495,Winkler County,10.06,37,-2.3,12.36
TX-497,Wise County,33.9,70,1.7,32.2
TX-499,Wood County,44.56,72,2.27,42.29
TX-501,Yoakum County,15.2,53,-1.57,16.77
TX-503,Young County,31.45,88,3.81,27.64
TX-505,Zapata County,16.7,49,-2.19,18.89
TX-507,Zavala County,22.14,67,0.01,22.13
UT-001,Beaver County,11.46,48,-1.14,12.6
UT-003,Box Elder County,9.95,29,-2.07,12.02
UT-005,Cache County,22.87,28,-5.08,27.95
UT-007,Carbon County,15.54,78,0.8,14.74
UT-009,Daggett County,15.8,76,0.69,15.11
UT-011,Davis County,21.71,31,-3.63,25.34
UT-013,Duchesne County,17.63,66,-0.15,17.78
UT-015,Emery County,9.23,67,-0.18,9.41
UT-017,Garfield County,12.28,53,-0.77,13.05
UT-019,Grand County,11.43,59,-0.48,11.91
UT-021,Iron County,13.41,50,-1.17,14.58
UT-023,Juab County,10.59,49,-1.13,11.72
UT-025,Kane County,10.37,41,-1.8,12.17
UT-027,Millard County,9.61,58,-0.26,9.87
UT-029,Morgan County,22.33,35,-3.71,26.04
UT-031,Piute County,15.84,55,-1.15,16.99
UT-033,Rich County,14.21,34,-2.51,16.72
UT-035,Salt Lake County,19.96,41,-2.16,22.12
UT-037,San Juan County,9.28,46,-1.41,10.69
UT-039,Sanpete County,16.74,37,-2.79,19.53
UT-041,Sevier County,15.64,61,-0.68,16.32
UT-043,Summit County,25.33,50,-1.57,26.9
UT-045,Tooele County,8.78,36,-1.45,10.23
UT-047,Uintah County,12.3,73,0.1,12.2
UT-049,Utah County,17.3,48,-1.77,19.07
UT-051,Wasatch County,23.65,55,-1.44,25.09
UT-053,Washington County,13.28,44,-1.86,15.14
UT-055,Wayne County,9.97,83,0.73,9.24
UT-057,Weber County,20.92,23,-5.95,26.87
VT-001,Addison County,36.81,47,-1.46,38.27
VT-003,Bennington County,56,116,10.35,45.65
VT-005,Caledonia County,35.5,17,-4.9,40.4
VT-007,Chittenden County,33.28,18,-5.06,38.34
VT-009,Essex County,35.2,5,-6.74,41.94
VT-011,Franklin County,34.36,9,-7.4,41.76
VT-013,Grand Isle County,32.85,42,-1.86,34.71
VT-015,Lamoille County,36.82,14,-6.78,43.6
VT-017,Orange County,41.03,73,1.67,39.36
VT-019,Orleans County,36.52,6,-7.03,43.55
VT-021,Rutland County,42.72,78,1.57,41.15
VT-023,Washington County,37.22,35,-3.27,40.49
VT-025,Windham County,59.73,122,13.54,46.19
VT-027,Windsor County,45.42,87,3.49,41.93
VA-001,Accomack County,47.9,101,6.07,41.83
VA-003,Albemarle County,46.51,87,4,42.51
VA-005,Alleghany County,45.68,106,5.63,40.05
VA-007,Amelia County,50.1,106,6.99,43.11
VA-009,Amherst County,51.42,104,6.74,44.68
VA-011,Appomattox County,50.15,109,8.06,42.09
VA-013,Arlington County,52.01,114,10.34,41.67
VA-015,Augusta County,45.91,98,5.74,40.17
VA-017,Bath County,45.99,96,4.32,41.67
VA-019,Bedford County,49.4,97,5.95,43.45
VA-021,Bland County,44.18,84,3.12,41.06
VA-023,Botetourt County,47.54,105,6.1,41.44
VA-025,Brunswick County,50.99,102,6.66,44.33
VA-027,Buchanan County,49.7,100,4.97,44.73
VA-029,Buckingham County,48.23,100,5.71,42.52
VA-031,Campbell County,47.79,96,5.71,42.08
VA-033,Caroline County,51.11,110,8.41,42.7
VA-035,Carroll County,51.5,101,5.7,45.8
VA-036,Charles City County,57.47,120,13.83,43.64
VA-037,Charlotte County,48.08,95,5.57,42.51
VA-041,Chesterfield County,54.48,117,11.28,43.2
VA-043,Clarke County,41.43,89,3.43,38
VA-045,Craig County,47.22,105,6.11,41.11
VA-047,Culpeper County,46.04,98,5.34,40.7
VA-049,Cumberland County,48.79,103,6.01,42.78
VA-051,Dickenson County,47.2,93,3.21,43.99
VA-053,Dinwiddie County,53.44,115,9.76,43.68
VA-057,Essex County,52.31,113,9.22,43.09
VA-059,Fairfax County,47.93,105,6.91,41.02
VA-061,Fauquier County,43.03,86,2.87,40.16
VA-063,Floyd County,50.35,100,5.3,45.05
VA-065,Fluvanna County,49.12,103,6.76,42.36
VA-067,Franklin County,48.23,101,4.85,43.38
VA-069,Frederick County,40.08,89,3.16,36.92
VA-071,Giles County,43.32,85,2.54,40.78
VA-073,Gloucester County,55.35,113,11.17,44.18
VA-075,Goochland County,50.81,109,8.04,42.77
VA-077,Grayson County,50.87,104,5.36,45.51
VA-079,Greene County,48.35,94,5.57,42.78
VA-081,Greensville County,53.46,108,8.68,44.78
VA-083,Halifax County,47.21,91,4.16,43.05
VA-085,Hanover County,52.31,108,9.24,43.07
VA-087,Henrico County,54.77,117,11.62,43.15
VA-089,Henry County,48.66,94,3.6,45.06
VA-091,Highland County,47.53,88,3.73,43.8
VA-093,Isle of Wight County,58.86,119,12.73,46.13
VA-095,James City County,56.95,116,12.52,44.43
VA-097,King and Queen County,53.82,113,10.08,43.74
VA-099,King George County,47.23,98,5.36,41.87
VA-101,King William County,53.69,113,10.19,43.5
VA-103,Lancaster County,53.6,114,9.97,43.63
VA-105,Lee County,51.99,75,1.71,50.28
VA-107,Loudoun County,43.42,88,3.35,40.07
VA-109,Louisa County,50.57,108,7.74,42.83
VA-111,Lunenburg County,48.81,97,5.61,43.2
VA-113,Madison County,47.95,97,6.09,41.86
VA-115,Mathews County,53.65,111,9.92,43.73
VA-117,Mecklenburg County,50.87,104,7.1,43.77
VA-119,Middlesex County,54.08,112,10.25,43.83
VA-121,Montgomery County,45.72,105,5.45,40.27
VA-125,Nelson County,49.89,97,5.6,44.29
VA-127,New Kent County,56,116,12.13,43.87
VA-131,Northampton County,48.44,104,6.11,42.33
VA-133,Northumberland County,52.48,113,9.45,43.03
VA-135,Nottoway County,48.87,100,5.63,43.24
VA-137,Orange County,47.7,98,5.74,41.96
VA-139,Page County,44.05,93,4.55,39.5
VA-141,Patrick County,54.68,96,5.13,49.55
VA-143,Pittsylvania County,46.22,84,3.1,43.12
VA-145,Powhatan County,50.62,107,7.76,42.86
VA-147,Prince Edward County,47.98,98,5.33,42.65
VA-149,Prince George County,57.82,121,14.21,43.61
VA-153,Prince William County,43.29,85,2.74,40.55
VA-155,Pulaski County,44.82,95,5.13,39.69
VA-157,Rappahannock County,44.99,96,5.59,39.4
VA-159,Richmond County,52.34,112,9.25,43.09
VA-161,Roanoke County,48.1,106,6.32,41.78
VA-163,Rockbridge County,48.05,104,6.62,41.43
VA-165,Rockingham County,44.02,93,4.94,39.08
VA-167,Russell County,45.03,66,0.47,44.56
VA-169,Scott County,50.32,86,3.3,47.02
VA-171,Shenandoah County,39.88,88,3.64,36.24
VA-173,Smyth County,46.55,68,1.68,44.87
VA-175,Southampton County,56.8,117,10.61,46.19
VA-177,Spotsylvania County,49.9,106,7.45,42.45
VA-179,Stafford County,43.35,80,1.99,41.36
VA-181,Surry County,57.57,118,12.99,44.58
VA-183,Sussex County,55.77,116,11.14,44.63
VA-185,Tazewell County,45.52,61,0.24,45.28
VA-187,Warren County,41.1,86,4.14,36.96
VA-191,Washington County,46.7,80,2.01,44.69
VA-193,Westmoreland County,52.1,114,9.67,42.43
VA-195,Wise County,48.88,75,1.38,47.5
VA-197,Wythe County,47.16,111,6.96,40.2
VA-199,York County,55.74,115,11.24,44.5
VA-510,Alexandria City,51.97,115,10.54,41.43
VA-520,Bristol City,47.97,87,3.47,44.5
VA-530,Buena Vista City,47.51,99,5.9,41.61
VA-540,Charlottesville City,46.92,86,3.98,42.94
VA-550,Chesapeake City,56.91,118,10.26,46.65
VA-570,Colonial Heights City,57.45,121,14.39,43.06
VA-580,Covington City,44.69,108,6.13,38.56
VA-590,Danville City,43.64,64,0.56,43.08
VA-595,Emporia City,53,108,8.28,44.72
VA-600,Fairfax City,48.97,109,7.68,41.29
VA-610,Falls Church City,50.78,112,8.95,41.83
VA-620,Franklin City,59.13,119,12.04,47.09
VA-630,Fredericksburg City,45.84,89,4.07,41.77
VA-640,Galax City,50.68,105,6.37,44.31
VA-650,Hampton City,53.39,112,8.96,44.43
VA-660,Harrisonburg City,42.54,93,4.76,37.78
VA-670,Hopewell City,59.04,122,15.8,43.24
VA-680,Lynchburg City,48.4,101,5.98,42.42
VA-683,Manassas City,43.35,91,3.27,40.08
VA-685,Manassas Park City,44.43,94,4.1,40.33
VA-690,Martinsville City,47.56,85,2.76,44.8
VA-700,Newport News City,55.36,113,10.38,44.98
VA-710,Norfolk City,51.75,107,6.72,45.03
VA-720,Norton City,48.36,74,1.43,46.93
VA-730,Petersburg City,57.45,121,14.1,43.35
VA-735,Poquoson City,53.07,112,9.12,43.95
VA-740,Portsmouth City,54.55,113,8.79,45.76
VA-750,Radford City,43.16,91,3.94,39.22
VA-760,Richmond City,54.39,116,11.33,43.06
VA-770,Roanoke City,47.18,101,6,41.18
VA-775,Salem City,46.54,103,5.61,40.93
VA-790,Staunton City,43.21,98,5.78,37.43
VA-800,Suffolk City,60.88,121,13.57,47.31
VA-810,Virginia Beach City,51.8,101,6.45,45.35
VA-820,Waynesboro City,43.79,95,4.48,39.31
VA-830,Williamsburg City,57.38,117,12.72,44.66
VA-840,Winchester City,40.77,88,3.41,37.36
WA-001,Adams County,7.04,5,-3.8,10.84
WA-003,Asotin County,11.59,2,-5.66,17.25
WA-005,Benton County,5.73,11,-2.41,8.14
WA-007,Chelan County,35.84,56,-1.31,37.15
WA-009,Clallam County,95.25,87,7.2,88.05
WA-011,Clark County,61.06,41,-4.72,65.78
WA-013,Columbia County,19.57,6,-7.23,26.8
WA-015,Cowlitz County,74.54,56,-2.02,76.56
WA-017,Douglas County,8.78,23,-2.62,11.4
WA-019,Ferry County,16.98,36,-1.98,18.96
WA-021,Franklin County,5.98,6,-3.13,9.11
WA-023,Garfield County,14.51,7,-5,19.51
WA-025,Grant County,5.67,11,-2.6,8.27
WA-027,Grays Harbor County,102.22,82,6.96,95.26
WA-029,Island County,27.74,81,1.71,26.03
WA-031,Jefferson County,117.42,88,9.91,107.51
WA-033,King County,74.33,68,1.47,72.86
WA-035,Kitsap County,45.98,75,3.85,42.13
WA-037,Kittitas County,28.29,24,-4.84,33.13
WA-039,Klickitat County,17.75,18,-4.74,22.49
WA-041,Lewis County,68.84,48,-3.22,72.06
WA-043,Lincoln County,8.28,3,-4.72,13
WA-045,Mason County,98.16,93,9.96,88.2
WA-047,Okanogan County,21.26,48,-1.37,22.63
WA-049,Pacific County,85.93,51,-3.85,89.78
WA-051,Pend Oreille County,26.67,11,-7.31,33.98
WA-053,Pierce County,63.82,62,0.23,63.59
WA-055,San Juan County,28.94,73,0.55,28.39
WA-057,Skagit County,81.76,80,5.35,76.41
WA-059,Skamania County,85.04,48,-5.69,90.73
WA-061,Snohomish County,85.37,76,4.28,81.09
WA-063,Spokane County,14.56,10,-5.49,20.05
WA-065,Stevens County,17.73,11,-4.94,22.67
WA-067,Thurston County,50.37,64,-0.22,50.59
WA-069,Wahkiakum County,73.89,37,-9.17,83.06
WA-071,Walla Walla County,10.07,5,-4.65,14.72
WA-073,Whatcom County,73.91,85,5.62,68.29
WA-075,Whitman County,12.96,10,-4.36,17.32
WA-077,Yakima County,22.19,25,-3.91,26.1
WV-001,Barbour County,44.83,34,-2.85,47.68
WV-003,Berkeley County,41.78,95,4.03,37.75
WV-005,Boone County,48.43,85,2.43,46
WV-007,Braxton County,45.25,45,-1.49,46.74
WV-009,Brooke County,42.72,91,3.23,39.49
WV-011,Cabell County,46.93,98,4.32,42.61
WV-013,Calhoun County,40.55,24,-4.44,44.99
WV-015,Clay County,45.25,54,-1.07,46.32
WV-017,Doddridge County,45.44,62,0.02,45.42
WV-019,Fayette County,47.42,72,0.6,46.82
WV-021,Gilmer County,41.86,30,-4.04,45.9
WV-023,Grant County,39.46,77,1.21,38.25
WV-025,Greenbrier County,47.18,89,2.7,44.48
WV-027,Hampshire County,36.81,60,0.32,36.49
WV-029,Hancock County,40.3,77,2.07,38.23
WV-031,Hardy County,40.11,87,2.56,37.55
WV-033,Harrison County,44,57,-0.51,44.51
WV-035,Jackson County,43.13,64,0.48,42.65
WV-037,Jefferson County,43.88,100,5.23,38.65
WV-039,Kanawha County,45.45,70,0.47,44.98
WV-041,Lewis County,45.5,45,-1.68,47.18
WV-043,Lincoln County,47.4,94,3.27,44.13
WV-045,Logan County,48.24,76,1.92,46.32
WV-047,McDowell County,45.59,73,1.05,44.54
WV-049,Marion County,44.12,67,0.31,43.81
WV-051,Marshall County,46.61,94,3.76,42.85
WV-053,Mason County,45.05,88,3.48,41.57
WV-055,Mercer County,42.2,72,0.96,41.24
WV-057,Mineral County,35.73,57,-0.41,36.14
WV-059,Mingo County,49.22,90,3.75,45.47
WV-061,Monongalia County,46.44,90,2.82,43.62
WV-063,Monroe County,43.46,88,2.9,40.56
WV-065,Morgan County,39.6,83,2.44,37.16
WV-067,Nicholas County,47.1,47,-2.09,49.19
WV-069,Ohio County,44.63,97,3.88,40.75
WV-071,Pendleton County,43.71,98,4.46,39.25
WV-073,Pleasants County,43.91,67,0.85,43.06
WV-075,Pocahontas County,48.63,56,-0.37,49
WV-077,Preston County,49.21,66,-0.03,49.24
WV-079,Putnam County,41.84,51,-1.33,43.17
WV-081,Raleigh County,47.2,78,1.81,45.39
WV-083,Randolph County,50.97,41,-2.71,53.68
WV-085,Ritchie County,43.2,49,-1.25,44.45
WV-087,Roane County,40.94,32,-3.13,44.07
WV-089,Summers County,42.3,80,1.89,40.41
WV-091,Taylor County,43.93,52,-1.03,44.96
WV-093,Tucker County,49.16,48,-1.46,50.62
WV-095,Tyler County,45.15,71,1.14,44.01
WV-097,Upshur County,48.39,37,-3.03,51.42
WV-099,Wayne County,50.07,104,6.19,43.88
WV-101,Webster County,52.51,46,-2.2,54.71
WV-103,Wetzel County,46.53,79,1.62,44.91
WV-105,Wirt County,41.82,46,-1.6,43.42
WV-107,Wood County,42.6,67,1.06,41.54
WV-109,Wyoming County,46.97,71,0.28,46.69
WI-001,Adams County,30.96,55,-0.51,31.47
WI-003,Ashland County,24.72,9,-7.09,31.81
WI-005,Barron County,29.12,44,-1.97,31.09
WI-007,Bayfield County,24.8,19,-5.24,30.04
WI-009,Brown County,32.94,91,3.08,29.86
WI-011,Buffalo County,29.64,46,-1.49,31.13
WI-013,Burnett County,24.72,23,-4.91,29.63
WI-015,Calumet County,34.59,100,4.45,30.14
WI-017,Chippewa County,31.14,54,-0.87,32.01
WI-019,Clark County,33.3,81,1.55,31.75
WI-021,Columbia County,26.09,16,-5.07,31.16
WI-023,Crawford County,30.07,35,-2.7,32.77
WI-025,Dane County,27.3,16,-5.11,32.41
